statement,label
Sixty-eight is larger than sixty-one.,1
Sixty-eight is larger than sixty-two.,1
Sixty-eight is larger than sixty-three.,1
Sixty-eight is larger than sixty-four.,1
Sixty-eight is larger than sixty-five.,1
Sixty-eight is larger than sixty-six.,1
Sixty-eight is larger than sixty-seven.,1
Sixty-eight is larger than sixty-nine.,0
Sixty-eight is larger than seventy-one.,0
Sixty-eight is larger than seventy-two.,0
Sixty-eight is larger than seventy-three.,0
Sixty-eight is larger than seventy-four.,0
Sixty-eight is larger than seventy-five.,0
Sixty-eight is larger than seventy-six.,0
Sixty-eight is larger than seventy-seven.,0
Sixty-eight is larger than seventy-eight.,0
Sixty-eight is larger than seventy-nine.,0
Sixty-eight is larger than eighty-one.,0
Sixty-eight is larger than eighty-two.,0
Sixty-eight is larger than eighty-three.,0
Sixty-eight is larger than eighty-four.,0
Sixty-eight is larger than eighty-five.,0
Sixty-eight is larger than eighty-six.,0
Sixty-eight is larger than eighty-seven.,0
Sixty-eight is larger than eighty-eight.,0
Sixty-eight is larger than eighty-nine.,0
Sixty-eight is larger than ninety-one.,0
Sixty-eight is larger than ninety-two.,0
Sixty-eight is larger than ninety-three.,0
Sixty-eight is larger than ninety-four.,0
Sixty-eight is larger than ninety-five.,0
Sixty-eight is larger than ninety-six.,0
Sixty-eight is larger than ninety-seven.,0
Sixty-eight is larger than ninety-eight.,0
Sixty-eight is larger than ninety-nine.,0
Sixty-nine is larger than fifty-one.,1
Sixty-nine is larger than fifty-two.,1
Sixty-nine is larger than fifty-three.,1
Sixty-nine is larger than fifty-four.,1
Sixty-nine is larger than fifty-five.,1
Sixty-nine is larger than fifty-six.,1
Sixty-nine is larger than fifty-seven.,1
Sixty-nine is larger than fifty-eight.,1
Sixty-nine is larger than fifty-nine.,1
Sixty-nine is larger than sixty-one.,1
Sixty-nine is larger than sixty-two.,1
Sixty-nine is larger than sixty-three.,1
Sixty-nine is larger than sixty-four.,1
Sixty-nine is larger than sixty-five.,1
Sixty-nine is larger than sixty-six.,1
Sixty-nine is larger than sixty-seven.,1
Sixty-nine is larger than sixty-eight.,1
Sixty-nine is larger than seventy-one.,0
Sixty-nine is larger than seventy-two.,0
Sixty-nine is larger than seventy-three.,0
Sixty-nine is larger than seventy-four.,0
Sixty-nine is larger than seventy-five.,0
Sixty-nine is larger than seventy-six.,0
Sixty-nine is larger than seventy-seven.,0
Sixty-nine is larger than seventy-eight.,0
Sixty-nine is larger than seventy-nine.,0
Sixty-nine is larger than eighty-one.,0
Sixty-nine is larger than eighty-two.,0
Sixty-nine is larger than eighty-three.,0
Sixty-nine is larger than eighty-four.,0
Sixty-nine is larger than eighty-five.,0
Sixty-nine is larger than eighty-six.,0
Sixty-nine is larger than eighty-seven.,0
Sixty-nine is larger than eighty-eight.,0
Sixty-nine is larger than eighty-nine.,0
Sixty-nine is larger than ninety-one.,0
Sixty-nine is larger than ninety-two.,0
Sixty-nine is larger than ninety-three.,0
Sixty-nine is larger than ninety-four.,0
Sixty-nine is larger than ninety-five.,0
Sixty-nine is larger than ninety-six.,0
Sixty-nine is larger than ninety-seven.,0
Sixty-nine is larger than ninety-eight.,0
Sixty-nine is larger than ninety-nine.,0
Seventy-one is larger than fifty-one.,1
Seventy-one is larger than fifty-two.,1
Seventy-one is larger than fifty-three.,1
Seventy-one is larger than fifty-four.,1
Seventy-one is larger than fifty-five.,1
Seventy-one is larger than fifty-six.,1
Seventy-one is larger than fifty-seven.,1
Seventy-one is larger than fifty-eight.,1
Seventy-one is larger than fifty-nine.,1
Seventy-one is larger than sixty-one.,1
Seventy-one is larger than sixty-two.,1
Seventy-one is larger than sixty-three.,1
Seventy-one is larger than sixty-four.,1
Seventy-one is larger than sixty-five.,1
Seventy-one is larger than sixty-six.,1
Seventy-one is larger than sixty-seven.,1
Seventy-one is larger than sixty-eight.,1
Seventy-one is larger than sixty-nine.,1
Seventy-one is larger than seventy-two.,0
Seventy-one is larger than seventy-three.,0
Seventy-one is larger than seventy-four.,0
Seventy-one is larger than seventy-five.,0
Seventy-one is larger than seventy-six.,0
Seventy-one is larger than seventy-seven.,0
Seventy-one is larger than seventy-eight.,0
Seventy-one is larger than seventy-nine.,0
Seventy-one is larger than eighty-one.,0
Seventy-one is larger than eighty-two.,0
Seventy-one is larger than eighty-three.,0
Seventy-one is larger than eighty-four.,0
Seventy-one is larger than eighty-five.,0
Seventy-one is larger than eighty-six.,0
Seventy-one is larger than eighty-seven.,0
Seventy-one is larger than eighty-eight.,0
Seventy-one is larger than eighty-nine.,0
Seventy-one is larger than ninety-one.,0
Seventy-one is larger than ninety-two.,0
Seventy-one is larger than ninety-three.,0
Seventy-one is larger than ninety-four.,0
Seventy-one is larger than ninety-five.,0
Seventy-one is larger than ninety-six.,0
Seventy-one is larger than ninety-seven.,0
Seventy-one is larger than ninety-eight.,0
Seventy-one is larger than ninety-nine.,0
Seventy-two is larger than fifty-one.,1
Seventy-two is larger than fifty-two.,1
Seventy-two is larger than fifty-three.,1
Seventy-two is larger than fifty-four.,1
Seventy-two is larger than fifty-five.,1
Seventy-two is larger than fifty-six.,1
Seventy-two is larger than fifty-seven.,1
Seventy-two is larger than fifty-eight.,1
Seventy-two is larger than fifty-nine.,1
Seventy-two is larger than sixty-one.,1
Seventy-two is larger than sixty-two.,1
Seventy-two is larger than sixty-three.,1
Seventy-two is larger than sixty-four.,1
Seventy-two is larger than sixty-five.,1
Seventy-two is larger than sixty-six.,1
Seventy-two is larger than sixty-seven.,1
Seventy-two is larger than sixty-eight.,1
Seventy-two is larger than sixty-nine.,1
Seventy-two is larger than seventy-one.,1
Seventy-two is larger than seventy-three.,0
Seventy-two is larger than seventy-four.,0
Seventy-two is larger than seventy-five.,0
Seventy-two is larger than seventy-six.,0
Seventy-two is larger than seventy-seven.,0
Seventy-two is larger than seventy-eight.,0
Seventy-two is larger than seventy-nine.,0
Seventy-two is larger than eighty-one.,0
Seventy-two is larger than eighty-two.,0
Seventy-two is larger than eighty-three.,0
Seventy-two is larger than eighty-four.,0
Seventy-two is larger than eighty-five.,0
Seventy-two is larger than eighty-six.,0
Seventy-two is larger than eighty-seven.,0
Seventy-two is larger than eighty-eight.,0
Seventy-two is larger than eighty-nine.,0
Seventy-two is larger than ninety-one.,0
Seventy-two is larger than ninety-two.,0
Seventy-two is larger than ninety-three.,0
Seventy-two is larger than ninety-four.,0
Seventy-two is larger than ninety-five.,0
Seventy-two is larger than ninety-six.,0
Seventy-two is larger than ninety-seven.,0
Seventy-two is larger than ninety-eight.,0
Seventy-two is larger than ninety-nine.,0
Seventy-three is larger than fifty-one.,1
Seventy-three is larger than fifty-two.,1
Seventy-three is larger than fifty-three.,1
Seventy-three is larger than fifty-four.,1
Seventy-three is larger than fifty-five.,1
Seventy-three is larger than fifty-six.,1
Seventy-three is larger than fifty-seven.,1
Seventy-three is larger than fifty-eight.,1
Seventy-three is larger than fifty-nine.,1
Seventy-three is larger than sixty-one.,1
Seventy-three is larger than sixty-two.,1
Seventy-three is larger than sixty-three.,1
Seventy-three is larger than sixty-four.,1
Seventy-three is larger than sixty-five.,1
Seventy-three is larger than sixty-six.,1
Seventy-three is larger than sixty-seven.,1
Seventy-three is larger than sixty-eight.,1
Seventy-three is larger than sixty-nine.,1
Seventy-three is larger than seventy-one.,1
Seventy-three is larger than seventy-two.,1
Seventy-three is larger than seventy-four.,0
Seventy-three is larger than seventy-five.,0
Seventy-three is larger than seventy-six.,0
Seventy-three is larger than seventy-seven.,0
Seventy-three is larger than seventy-eight.,0
Seventy-three is larger than seventy-nine.,0
Seventy-three is larger than eighty-one.,0
Seventy-three is larger than eighty-two.,0
Seventy-three is larger than eighty-three.,0
Seventy-three is larger than eighty-four.,0
Seventy-three is larger than eighty-five.,0
Seventy-three is larger than eighty-six.,0
Seventy-three is larger than eighty-seven.,0
Seventy-three is larger than eighty-eight.,0
Seventy-three is larger than eighty-nine.,0
Seventy-three is larger than ninety-one.,0
Seventy-three is larger than ninety-two.,0
Seventy-three is larger than ninety-three.,0
Seventy-three is larger than ninety-four.,0
Seventy-three is larger than ninety-five.,0
Seventy-three is larger than ninety-six.,0
Seventy-three is larger than ninety-seven.,0
Seventy-three is larger than ninety-eight.,0
Seventy-three is larger than ninety-nine.,0
Seventy-four is larger than fifty-one.,1
Seventy-four is larger than fifty-two.,1
Seventy-four is larger than fifty-three.,1
Seventy-four is larger than fifty-four.,1
Seventy-four is larger than fifty-five.,1
Seventy-four is larger than fifty-six.,1
Seventy-four is larger than fifty-seven.,1
Seventy-four is larger than fifty-eight.,1
Seventy-four is larger than fifty-nine.,1
Seventy-four is larger than sixty-one.,1
Seventy-four is larger than sixty-two.,1
Seventy-four is larger than sixty-three.,1
Seventy-four is larger than sixty-four.,1
Seventy-four is larger than sixty-five.,1
Seventy-four is larger than sixty-six.,1
Seventy-four is larger than sixty-seven.,1
Seventy-four is larger than sixty-eight.,1
Seventy-four is larger than sixty-nine.,1
Seventy-four is larger than seventy-one.,1
Seventy-four is larger than seventy-two.,1
Seventy-four is larger than seventy-three.,1
Seventy-four is larger than seventy-five.,0
Seventy-four is larger than seventy-six.,0
Seventy-four is larger than seventy-seven.,0
Seventy-four is larger than seventy-eight.,0
Seventy-four is larger than seventy-nine.,0
Seventy-four is larger than eighty-one.,0
Seventy-four is larger than eighty-two.,0
Seventy-four is larger than eighty-three.,0
Seventy-four is larger than eighty-four.,0
Seventy-four is larger than eighty-five.,0
Seventy-four is larger than eighty-six.,0
Seventy-four is larger than eighty-seven.,0
Seventy-four is larger than eighty-eight.,0
Seventy-four is larger than eighty-nine.,0
Seventy-four is larger than ninety-one.,0
Seventy-four is larger than ninety-two.,0
Seventy-four is larger than ninety-three.,0
Seventy-four is larger than ninety-four.,0
Seventy-four is larger than ninety-five.,0
Seventy-four is larger than ninety-six.,0
Seventy-four is larger than ninety-seven.,0
Seventy-four is larger than ninety-eight.,0
Seventy-four is larger than ninety-nine.,0
Seventy-five is larger than fifty-one.,1
Seventy-five is larger than fifty-two.,1
Seventy-five is larger than fifty-three.,1
Seventy-five is larger than fifty-four.,1
Seventy-five is larger than fifty-five.,1
Seventy-five is larger than fifty-six.,1
Seventy-five is larger than fifty-seven.,1
Seventy-five is larger than fifty-eight.,1
Seventy-five is larger than fifty-nine.,1
Seventy-five is larger than sixty-one.,1
Seventy-five is larger than sixty-two.,1
Seventy-five is larger than sixty-three.,1
Seventy-five is larger than sixty-four.,1
Seventy-five is larger than sixty-five.,1
Seventy-five is larger than sixty-six.,1
Seventy-five is larger than sixty-seven.,1
Seventy-five is larger than sixty-eight.,1
Seventy-five is larger than sixty-nine.,1
Seventy-five is larger than seventy-one.,1
Seventy-five is larger than seventy-two.,1
Seventy-five is larger than seventy-three.,1
Seventy-five is larger than seventy-four.,1
Seventy-five is larger than seventy-six.,0
Seventy-five is larger than seventy-seven.,0
Seventy-five is larger than seventy-eight.,0
Seventy-five is larger than seventy-nine.,0
Seventy-five is larger than eighty-one.,0
Seventy-five is larger than eighty-two.,0
Seventy-five is larger than eighty-three.,0
Seventy-five is larger than eighty-four.,0
Seventy-five is larger than eighty-five.,0
Seventy-five is larger than eighty-six.,0
Seventy-five is larger than eighty-seven.,0
Seventy-five is larger than eighty-eight.,0
Seventy-five is larger than eighty-nine.,0
Seventy-five is larger than ninety-one.,0
Seventy-five is larger than ninety-two.,0
Seventy-five is larger than ninety-three.,0
Seventy-five is larger than ninety-four.,0
Seventy-five is larger than ninety-five.,0
Seventy-five is larger than ninety-six.,0
Seventy-five is larger than ninety-seven.,0
Seventy-five is larger than ninety-eight.,0
Seventy-five is larger than ninety-nine.,0
Seventy-six is larger than fifty-one.,1
Seventy-six is larger than fifty-two.,1
Seventy-six is larger than fifty-three.,1
Seventy-six is larger than fifty-four.,1
Seventy-six is larger than fifty-five.,1
Seventy-six is larger than fifty-six.,1
Seventy-six is larger than fifty-seven.,1
Seventy-six is larger than fifty-eight.,1
Seventy-six is larger than fifty-nine.,1
Seventy-six is larger than sixty-one.,1
Seventy-six is larger than sixty-two.,1
Seventy-six is larger than sixty-three.,1
Seventy-six is larger than sixty-four.,1
Seventy-six is larger than sixty-five.,1
Seventy-six is larger than sixty-six.,1
Seventy-six is larger than sixty-seven.,1
Seventy-six is larger than sixty-eight.,1
Seventy-six is larger than sixty-nine.,1
Seventy-six is larger than seventy-one.,1
Seventy-six is larger than seventy-two.,1
Seventy-six is larger than seventy-three.,1
Seventy-six is larger than seventy-four.,1
Seventy-six is larger than seventy-five.,1
Seventy-six is larger than seventy-seven.,0
Seventy-six is larger than seventy-eight.,0
Seventy-six is larger than seventy-nine.,0
Seventy-six is larger than eighty-one.,0
Seventy-six is larger than eighty-two.,0
Seventy-six is larger than eighty-three.,0
Seventy-six is larger than eighty-four.,0
Seventy-six is larger than eighty-five.,0
Seventy-six is larger than eighty-six.,0
Seventy-six is larger than eighty-seven.,0
Seventy-six is larger than eighty-eight.,0
Seventy-six is larger than eighty-nine.,0
Seventy-six is larger than ninety-one.,0
Seventy-six is larger than ninety-two.,0
Seventy-six is larger than ninety-three.,0
Seventy-six is larger than ninety-four.,0
Seventy-six is larger than ninety-five.,0
Seventy-six is larger than ninety-six.,0
Seventy-six is larger than ninety-seven.,0
Seventy-six is larger than ninety-eight.,0
Seventy-six is larger than ninety-nine.,0
Seventy-seven is larger than fifty-one.,1
Seventy-seven is larger than fifty-two.,1
Seventy-seven is larger than fifty-three.,1
Seventy-seven is larger than fifty-four.,1
Seventy-seven is larger than fifty-five.,1
Seventy-seven is larger than fifty-six.,1
Seventy-seven is larger than fifty-seven.,1
Seventy-seven is larger than fifty-eight.,1
Seventy-seven is larger than fifty-nine.,1
Seventy-seven is larger than sixty-one.,1
Seventy-seven is larger than sixty-two.,1
Seventy-seven is larger than sixty-three.,1
Seventy-seven is larger than sixty-four.,1
Seventy-seven is larger than sixty-five.,1
Seventy-seven is larger than sixty-six.,1
Seventy-seven is larger than sixty-seven.,1
Seventy-seven is larger than sixty-eight.,1
Seventy-seven is larger than sixty-nine.,1
Seventy-seven is larger than seventy-one.,1
Seventy-seven is larger than seventy-two.,1
Seventy-seven is larger than seventy-three.,1
Seventy-seven is larger than seventy-four.,1
Seventy-seven is larger than seventy-five.,1
Seventy-seven is larger than seventy-six.,1
Seventy-seven is larger than seventy-eight.,0
Seventy-seven is larger than seventy-nine.,0
Seventy-seven is larger than eighty-one.,0
Seventy-seven is larger than eighty-two.,0
Seventy-seven is larger than eighty-three.,0
Seventy-seven is larger than eighty-four.,0
Seventy-seven is larger than eighty-five.,0
Seventy-seven is larger than eighty-six.,0
Seventy-seven is larger than eighty-seven.,0
Seventy-seven is larger than eighty-eight.,0
Seventy-seven is larger than eighty-nine.,0
Seventy-seven is larger than ninety-one.,0
Seventy-seven is larger than ninety-two.,0
Seventy-seven is larger than ninety-three.,0
Seventy-seven is larger than ninety-four.,0
Seventy-seven is larger than ninety-five.,0
Seventy-seven is larger than ninety-six.,0
Seventy-seven is larger than ninety-seven.,0
Seventy-seven is larger than ninety-eight.,0
Seventy-seven is larger than ninety-nine.,0
Seventy-eight is larger than fifty-one.,1
Seventy-eight is larger than fifty-two.,1
Seventy-eight is larger than fifty-three.,1
Seventy-eight is larger than fifty-four.,1
Seventy-eight is larger than fifty-five.,1
Seventy-eight is larger than fifty-six.,1
Seventy-eight is larger than fifty-seven.,1
Seventy-eight is larger than fifty-eight.,1
Seventy-eight is larger than fifty-nine.,1
Seventy-eight is larger than sixty-one.,1
Seventy-eight is larger than sixty-two.,1
Seventy-eight is larger than sixty-three.,1
Seventy-eight is larger than sixty-four.,1
Seventy-eight is larger than sixty-five.,1
Seventy-eight is larger than sixty-six.,1
Seventy-eight is larger than sixty-seven.,1
Seventy-eight is larger than sixty-eight.,1
Seventy-eight is larger than sixty-nine.,1
Seventy-eight is larger than seventy-one.,1
Seventy-eight is larger than seventy-two.,1
Seventy-eight is larger than seventy-three.,1
Seventy-eight is larger than seventy-four.,1
Seventy-eight is larger than seventy-five.,1
Seventy-eight is larger than seventy-six.,1
Seventy-eight is larger than seventy-seven.,1
Seventy-eight is larger than seventy-nine.,0
Seventy-eight is larger than eighty-one.,0
Seventy-eight is larger than eighty-two.,0
Seventy-eight is larger than eighty-three.,0
Seventy-eight is larger than eighty-four.,0
Seventy-eight is larger than eighty-five.,0
Seventy-eight is larger than eighty-six.,0
Seventy-eight is larger than eighty-seven.,0
Seventy-eight is larger than eighty-eight.,0
Seventy-eight is larger than eighty-nine.,0
Seventy-eight is larger than ninety-one.,0
Seventy-eight is larger than ninety-two.,0
Seventy-eight is larger than ninety-three.,0
Seventy-eight is larger than ninety-four.,0
Seventy-eight is larger than ninety-five.,0
Seventy-eight is larger than ninety-six.,0
Seventy-eight is larger than ninety-seven.,0
Seventy-eight is larger than ninety-eight.,0
Seventy-eight is larger than ninety-nine.,0
Seventy-nine is larger than fifty-one.,1
Seventy-nine is larger than fifty-two.,1
Seventy-nine is larger than fifty-three.,1
Seventy-nine is larger than fifty-four.,1
Seventy-nine is larger than fifty-five.,1
Seventy-nine is larger than fifty-six.,1
Seventy-nine is larger than fifty-seven.,1
Seventy-nine is larger than fifty-eight.,1
Seventy-nine is larger than fifty-nine.,1
Seventy-nine is larger than sixty-one.,1
Seventy-nine is larger than sixty-two.,1
Seventy-nine is larger than sixty-three.,1
Seventy-nine is larger than sixty-four.,1
Seventy-nine is larger than sixty-five.,1
Seventy-nine is larger than sixty-six.,1
Seventy-nine is larger than sixty-seven.,1
Seventy-nine is larger than sixty-eight.,1
Seventy-nine is larger than sixty-nine.,1
Seventy-nine is larger than seventy-one.,1
Seventy-nine is larger than seventy-two.,1
Seventy-nine is larger than seventy-three.,1
Seventy-nine is larger than seventy-four.,1
Seventy-nine is larger than seventy-five.,1
Seventy-nine is larger than seventy-six.,1
Seventy-nine is larger than seventy-seven.,1
Seventy-nine is larger than seventy-eight.,1
Seventy-nine is larger than eighty-one.,0
Seventy-nine is larger than eighty-two.,0
Seventy-nine is larger than eighty-three.,0
Seventy-nine is larger than eighty-four.,0
Seventy-nine is larger than eighty-five.,0
Seventy-nine is larger than eighty-six.,0
Seventy-nine is larger than eighty-seven.,0
Seventy-nine is larger than eighty-eight.,0
Seventy-nine is larger than eighty-nine.,0
Seventy-nine is larger than ninety-one.,0
Seventy-nine is larger than ninety-two.,0
Seventy-nine is larger than ninety-three.,0
Seventy-nine is larger than ninety-four.,0
Seventy-nine is larger than ninety-five.,0
Seventy-nine is larger than ninety-six.,0
Seventy-nine is larger than ninety-seven.,0
Seventy-nine is larger than ninety-eight.,0
Seventy-nine is larger than ninety-nine.,0
Eighty-one is larger than fifty-one.,1
Eighty-one is larger than fifty-two.,1
Eighty-one is larger than fifty-three.,1
Eighty-one is larger than fifty-four.,1
Eighty-one is larger than fifty-five.,1
Eighty-one is larger than fifty-six.,1
Eighty-one is larger than fifty-seven.,1
Eighty-one is larger than fifty-eight.,1
Eighty-one is larger than fifty-nine.,1
Eighty-one is larger than sixty-one.,1
Eighty-one is larger than sixty-two.,1
Eighty-one is larger than sixty-three.,1
Eighty-one is larger than sixty-four.,1
Eighty-one is larger than sixty-five.,1
Eighty-one is larger than sixty-six.,1
Eighty-one is larger than sixty-seven.,1
Eighty-one is larger than sixty-eight.,1
Eighty-one is larger than sixty-nine.,1
Eighty-one is larger than seventy-one.,1
Eighty-one is larger than seventy-two.,1
Eighty-one is larger than seventy-three.,1
Eighty-one is larger than seventy-four.,1
Eighty-one is larger than seventy-five.,1
Eighty-one is larger than seventy-six.,1
Eighty-one is larger than seventy-seven.,1
Eighty-one is larger than seventy-eight.,1
Eighty-one is larger than seventy-nine.,1
Eighty-one is larger than eighty-two.,0
Eighty-one is larger than eighty-three.,0
Eighty-one is larger than eighty-four.,0
Eighty-one is larger than eighty-five.,0
Eighty-one is larger than eighty-six.,0
Eighty-one is larger than eighty-seven.,0
Eighty-one is larger than eighty-eight.,0
Eighty-one is larger than eighty-nine.,0
Eighty-one is larger than ninety-one.,0
Eighty-one is larger than ninety-two.,0
Eighty-one is larger than ninety-three.,0
Eighty-one is larger than ninety-four.,0
Eighty-one is larger than ninety-five.,0
Eighty-one is larger than ninety-six.,0
Eighty-one is larger than ninety-seven.,0
Eighty-one is larger than ninety-eight.,0
Eighty-one is larger than ninety-nine.,0
Eighty-two is larger than fifty-one.,1
Eighty-two is larger than fifty-two.,1
Eighty-two is larger than fifty-three.,1
Eighty-two is larger than fifty-four.,1
Eighty-two is larger than fifty-five.,1
Eighty-two is larger than fifty-six.,1
Eighty-two is larger than fifty-seven.,1
Eighty-two is larger than fifty-eight.,1
Eighty-two is larger than fifty-nine.,1
Eighty-two is larger than sixty-one.,1
Eighty-two is larger than sixty-two.,1
Eighty-two is larger than sixty-three.,1
Eighty-two is larger than sixty-four.,1
Eighty-two is larger than sixty-five.,1
Eighty-two is larger than sixty-six.,1
Eighty-two is larger than sixty-seven.,1
Eighty-two is larger than sixty-eight.,1
Eighty-two is larger than sixty-nine.,1
Eighty-two is larger than seventy-one.,1
Eighty-two is larger than seventy-two.,1
Eighty-two is larger than seventy-three.,1
Eighty-two is larger than seventy-four.,1
Eighty-two is larger than seventy-five.,1
Eighty-two is larger than seventy-six.,1
Eighty-two is larger than seventy-seven.,1
Eighty-two is larger than seventy-eight.,1
Eighty-two is larger than seventy-nine.,1
Eighty-two is larger than eighty-one.,1
Eighty-two is larger than eighty-three.,0
Eighty-two is larger than eighty-four.,0
Eighty-two is larger than eighty-five.,0
Eighty-two is larger than eighty-six.,0
Eighty-two is larger than eighty-seven.,0
Eighty-two is larger than eighty-eight.,0
Eighty-two is larger than eighty-nine.,0
Eighty-two is larger than ninety-one.,0
Eighty-two is larger than ninety-two.,0
Eighty-two is larger than ninety-three.,0
Eighty-two is larger than ninety-four.,0
Eighty-two is larger than ninety-five.,0
Eighty-two is larger than ninety-six.,0
Eighty-two is larger than ninety-seven.,0
Eighty-two is larger than ninety-eight.,0
Eighty-two is larger than ninety-nine.,0
Eighty-three is larger than fifty-one.,1
Eighty-three is larger than fifty-two.,1
Eighty-three is larger than fifty-three.,1
Eighty-three is larger than fifty-four.,1
Eighty-three is larger than fifty-five.,1
Eighty-three is larger than fifty-six.,1
Eighty-three is larger than fifty-seven.,1
Eighty-three is larger than fifty-eight.,1
Eighty-three is larger than fifty-nine.,1
Eighty-three is larger than sixty-one.,1
Eighty-three is larger than sixty-two.,1
Eighty-three is larger than sixty-three.,1
Eighty-three is larger than sixty-four.,1
Eighty-three is larger than sixty-five.,1
Eighty-three is larger than sixty-six.,1
Eighty-three is larger than sixty-seven.,1
Eighty-three is larger than sixty-eight.,1
Eighty-three is larger than sixty-nine.,1
Eighty-three is larger than seventy-one.,1
Eighty-three is larger than seventy-two.,1
Eighty-three is larger than seventy-three.,1
Eighty-three is larger than seventy-four.,1
Eighty-three is larger than seventy-five.,1
Eighty-three is larger than seventy-six.,1
Eighty-three is larger than seventy-seven.,1
Eighty-three is larger than seventy-eight.,1
Eighty-three is larger than seventy-nine.,1
Eighty-three is larger than eighty-one.,1
Eighty-three is larger than eighty-two.,1
Eighty-three is larger than eighty-four.,0
Eighty-three is larger than eighty-five.,0
Eighty-three is larger than eighty-six.,0
Eighty-three is larger than eighty-seven.,0
Eighty-three is larger than eighty-eight.,0
Eighty-three is larger than eighty-nine.,0
Eighty-three is larger than ninety-one.,0
Eighty-three is larger than ninety-two.,0
Eighty-three is larger than ninety-three.,0
Eighty-three is larger than ninety-four.,0
Eighty-three is larger than ninety-five.,0
Eighty-three is larger than ninety-six.,0
Eighty-three is larger than ninety-seven.,0
Eighty-three is larger than ninety-eight.,0
Eighty-three is larger than ninety-nine.,0
Eighty-four is larger than fifty-one.,1
Eighty-four is larger than fifty-two.,1
Eighty-four is larger than fifty-three.,1
Eighty-four is larger than fifty-four.,1
Eighty-four is larger than fifty-five.,1
Eighty-four is larger than fifty-six.,1
Eighty-four is larger than fifty-seven.,1
Eighty-four is larger than fifty-eight.,1
Eighty-four is larger than fifty-nine.,1
Eighty-four is larger than sixty-one.,1
Eighty-four is larger than sixty-two.,1
Eighty-four is larger than sixty-three.,1
Eighty-four is larger than sixty-four.,1
Eighty-four is larger than sixty-five.,1
Eighty-four is larger than sixty-six.,1
Eighty-four is larger than sixty-seven.,1
Eighty-four is larger than sixty-eight.,1
Eighty-four is larger than sixty-nine.,1
Eighty-four is larger than seventy-one.,1
Eighty-four is larger than seventy-two.,1
Eighty-four is larger than seventy-three.,1
Eighty-four is larger than seventy-four.,1
Eighty-four is larger than seventy-five.,1
Eighty-four is larger than seventy-six.,1
Eighty-four is larger than seventy-seven.,1
Eighty-four is larger than seventy-eight.,1
Eighty-four is larger than seventy-nine.,1
Eighty-four is larger than eighty-one.,1
Eighty-four is larger than eighty-two.,1
Eighty-four is larger than eighty-three.,1
Eighty-four is larger than eighty-five.,0
Eighty-four is larger than eighty-six.,0
Eighty-four is larger than eighty-seven.,0
Eighty-four is larger than eighty-eight.,0
Eighty-four is larger than eighty-nine.,0
Eighty-four is larger than ninety-one.,0
Eighty-four is larger than ninety-two.,0
Eighty-four is larger than ninety-three.,0
Eighty-four is larger than ninety-four.,0
Eighty-four is larger than ninety-five.,0
Eighty-four is larger than ninety-six.,0
Eighty-four is larger than ninety-seven.,0
Eighty-four is larger than ninety-eight.,0
Eighty-four is larger than ninety-nine.,0
Eighty-five is larger than fifty-one.,1
Eighty-five is larger than fifty-two.,1
Eighty-five is larger than fifty-three.,1
Eighty-five is larger than fifty-four.,1
Eighty-five is larger than fifty-five.,1
Eighty-five is larger than fifty-six.,1
Eighty-five is larger than fifty-seven.,1
Eighty-five is larger than fifty-eight.,1
Eighty-five is larger than fifty-nine.,1
Eighty-five is larger than sixty-one.,1
Eighty-five is larger than sixty-two.,1
Eighty-five is larger than sixty-three.,1
Eighty-five is larger than sixty-four.,1
Eighty-five is larger than sixty-five.,1
Eighty-five is larger than sixty-six.,1
Eighty-five is larger than sixty-seven.,1
Eighty-five is larger than sixty-eight.,1
Eighty-five is larger than sixty-nine.,1
Eighty-five is larger than seventy-one.,1
Eighty-five is larger than seventy-two.,1
Eighty-five is larger than seventy-three.,1
Eighty-five is larger than seventy-four.,1
Eighty-five is larger than seventy-five.,1
Eighty-five is larger than seventy-six.,1
Eighty-five is larger than seventy-seven.,1
Eighty-five is larger than seventy-eight.,1
Eighty-five is larger than seventy-nine.,1
Eighty-five is larger than eighty-one.,1
Eighty-five is larger than eighty-two.,1
Eighty-five is larger than eighty-three.,1
Eighty-five is larger than eighty-four.,1
Eighty-five is larger than eighty-six.,0
Eighty-five is larger than eighty-seven.,0
Eighty-five is larger than eighty-eight.,0
Eighty-five is larger than eighty-nine.,0
Eighty-five is larger than ninety-one.,0
Eighty-five is larger than ninety-two.,0
Eighty-five is larger than ninety-three.,0
Eighty-five is larger than ninety-four.,0
Eighty-five is larger than ninety-five.,0
Eighty-five is larger than ninety-six.,0
Eighty-five is larger than ninety-seven.,0
Eighty-five is larger than ninety-eight.,0
Eighty-five is larger than ninety-nine.,0
Eighty-six is larger than fifty-one.,1
Eighty-six is larger than fifty-two.,1
Eighty-six is larger than fifty-three.,1
Eighty-six is larger than fifty-four.,1
Eighty-six is larger than fifty-five.,1
Eighty-six is larger than fifty-six.,1
Eighty-six is larger than fifty-seven.,1
Eighty-six is larger than fifty-eight.,1
Eighty-six is larger than fifty-nine.,1
Eighty-six is larger than sixty-one.,1
Eighty-six is larger than sixty-two.,1
Eighty-six is larger than sixty-three.,1
Eighty-six is larger than sixty-four.,1
Eighty-six is larger than sixty-five.,1
Eighty-six is larger than sixty-six.,1
Eighty-six is larger than sixty-seven.,1
Eighty-six is larger than sixty-eight.,1
